Ville;Latitude;Longitude;Date;weathercode;Temps_Label;temperature_2m_max;temperature_2m_min
Le Blanc;46.63;1.06;18/09/2026;6;AVERSES;22.1;12.5
Le Blanc;46.63;1.06;19/09/2026;0;SOLEIL;24.5;9.6
Chinon;47.16;0.24;15/09/2026;0;SOLEIL;34.6;15.1
Chinon;47.16;0.24;16/09/2026;0;SOLEIL;23.2;15.1
Chinon;47.16;0.24;17/09/2026;5;SOLEIL VOILÉ;24;11
Chinon;47.16;0.24;18/09/2026;2;NUAGEUX;23.7;12.7
Chinon;47.16;0.24;19/09/2026;0;SOLEIL;25.6;10.9
Le Grand-Pressigny;46.92;0.8;15/09/2026;0;SOLEIL;33.5;15.1
Le Grand-Pressigny;46.92;0.8;16/09/2026;0;SOLEIL;23.2;13
Le Grand-Pressigny;46.92;0.8;17/09/2026;2;NUAGEUX;22;10.9
Le Grand-Pressigny;46.92;0.8;18/09/2026;2;NUAGEUX;22.9;11.6
Le Grand-Pressigny;46.92;0.8;19/09/2026;2;NUAGEUX;25.1;11.6
Tours;47.39;0.68;15/09/2026;0;SOLEIL;33.6;13.5
Tours;47.39;0.68;16/09/2026;0;SOLEIL;23.1;13.1
Tours;47.39;0.68;17/09/2026;2;NUAGEUX;22.9;8.9
Tours;47.39;0.68;18/09/2026;2;NUAGEUX;22.4;11.9
Tours;47.39;0.68;19/09/2026;0;SOLEIL;24.5;10.7
Blois;47.58;1.33;15/09/2026;0;SOLEIL;32.4;16.6
Blois;47.58;1.33;16/09/2026;0;SOLEIL;23.4;13.7
Blois;47.58;1.33;17/09/2026;2;NUAGEUX;21.5;11.6
Blois;47.58;1.33;18/09/2026;7;PLUIE FAIBLE;22.1;12.1
Blois;47.58;1.33;19/09/2026;2;NUAGEUX;24.1;11.6
Romorantin-Lanthenay;47.35;1.74;15/09/2026;0;SOLEIL;33.2;14.9
Romorantin-Lanthenay;47.35;1.74;16/09/2026;0;SOLEIL;22.9;13.9
Romorantin-Lanthenay;47.35;1.74;17/09/2026;2;NUAGEUX;21.9;10.5
Romorantin-Lanthenay;47.35;1.74;18/09/2026;2;NUAGEUX;22.2;12.1
Romorantin-Lanthenay;47.35;1.74;19/09/2026;0;SOLEIL;24.2;11.1
Vendôme;47.79;1.06;15/09/2026;0;SOLEIL;34.1;13.2
Vendôme;47.79;1.06;16/09/2026;0;SOLEIL;23.2;14.6
Vendôme;47.79;1.06;17/09/2026;5;SOLEIL VOILÉ;22;8.7
Vendôme;47.79;1.06;18/09/2026;7;PLUIE FAIBLE;22.2;12
Vendôme;47.79;1.06;19/09/2026;0;SOLEIL;24.2;10.1
Montargis;47.99;2.73;15/09/2026;0;SOLEIL;33.4;15.1
Montargis;47.99;2.73;16/09/2026;0;SOLEIL;24;13.2
Montargis;47.99;2.73;17/09/2026;2;NUAGEUX;21.6;10.4
Montargis;47.99;2.73;18/09/2026;7;PLUIE FAIBLE;22.2;11.5
Montargis;47.99;2.73;19/09/2026;2;NUAGEUX;24;10.6
Orléans;47.9;1.9;15/09/2026;0;SOLEIL;33.9;14.5
Orléans;47.9;1.9;16/09/2026;0;SOLEIL;23.2;15.1
Orléans;47.9;1.9;17/09/2026;2;NUAGEUX;21.7;10.4
Orléans;47.9;1.9;18/09/2026;7;PLUIE FAIBLE;22.1;12.6
Orléans;47.9;1.9;19/09/2026;0;SOLEIL;24.5;11.9
Pithiviers;48.17;2.25;15/09/2026;0;SOLEIL;33.6;15.6
Pithiviers;48.17;2.25;16/09/2026;0;SOLEIL;22.2;14.1
Pithiviers;48.17;2.25;17/09/2026;2;NUAGEUX;22;11.9
Pithiviers;48.17;2.25;18/09/2026;2;NUAGEUX;22;11.9
Pithiviers;48.17;2.25;19/09/2026;2;NUAGEUX;24.1;11.7
