Ville;Latitude;Longitude;Date;weathercode;Temps_Label;temperature_2m_max;temperature_2m_min
Vitry-le-Croisé;48.15;4.65;26/09/2026;0;SOLEIL;28.9;9.6
Vitry-le-Croisé;48.15;4.65;27/09/2026;2;NUAGEUX;27.7;11.6
Vitry-le-Croisé;48.15;4.65;28/09/2026;7;PLUIE FAIBLE;24.6;15.5
Châlons-en-Champagne;48.95;4.36;24/09/2026;5;SOLEIL VOILÉ;23.7;9.6
Châlons-en-Champagne;48.95;4.36;25/09/2026;0;SOLEIL;26.4;8.6
Châlons-en-Champagne;48.95;4.36;26/09/2026;0;SOLEIL;27.5;8.6
Châlons-en-Champagne;48.95;4.36;27/09/2026;2;NUAGEUX;27.2;10.1
Châlons-en-Champagne;48.95;4.36;28/09/2026;2;NUAGEUX;24.1;14.1
Épernay;49.04;3.95;24/09/2026;5;SOLEIL VOILÉ;24;11.1
Épernay;49.04;3.95;25/09/2026;0;SOLEIL;26.2;8
Épernay;49.04;3.95;26/09/2026;0;SOLEIL;28.2;7.9
Épernay;49.04;3.95;27/09/2026;0;SOLEIL;26.2;11
Épernay;49.04;3.95;28/09/2026;7;PLUIE FAIBLE;23.1;14.2
Reims;49.25;4.03;24/09/2026;5;SOLEIL VOILÉ;24.5;13.2
Reims;49.25;4.03;25/09/2026;0;SOLEIL;26.1;9.6
Reims;49.25;4.03;26/09/2026;0;SOLEIL;28.6;7.6
Reims;49.25;4.03;27/09/2026;2;NUAGEUX;26.5;11.9
Reims;49.25;4.03;28/09/2026;7;PLUIE FAIBLE;24.1;14.2
Vitry-le-François;48.72;4.58;24/09/2026;5;SOLEIL VOILÉ;23.4;11.4
Vitry-le-François;48.72;4.58;25/09/2026;0;SOLEIL;26.1;10
Vitry-le-François;48.72;4.58;26/09/2026;0;SOLEIL;28.2;9.2
Vitry-le-François;48.72;4.58;27/09/2026;2;NUAGEUX;26.4;12.1
Vitry-le-François;48.72;4.58;28/09/2026;7;PLUIE FAIBLE;24.2;15
Chaumont;48.11;5.14;24/09/2026;5;SOLEIL VOILÉ;24.1;10.1
Chaumont;48.11;5.14;25/09/2026;0;SOLEIL;27.7;8.4
Chaumont;48.11;5.14;26/09/2026;0;SOLEIL;29.5;8.5
Chaumont;48.11;5.14;27/09/2026;0;SOLEIL;27.7;10.7
Chaumont;48.11;5.14;28/09/2026;7;PLUIE FAIBLE;24.6;14.2
Langres;47.86;5.33;24/09/2026;5;SOLEIL VOILÉ;24;7.1
Langres;47.86;5.33;25/09/2026;0;SOLEIL;25.6;6.5
Langres;47.86;5.33;26/09/2026;0;SOLEIL;27.6;6.6
Langres;47.86;5.33;27/09/2026;2;NUAGEUX;28.1;10
Langres;47.86;5.33;28/09/2026;2;NUAGEUX;25.5;14.6
Saint-Dizier;48.63;4.95;24/09/2026;5;SOLEIL VOILÉ;23.4;11.6
Saint-Dizier;48.63;4.95;25/09/2026;0;SOLEIL;24.1;10.9
Saint-Dizier;48.63;4.95;26/09/2026;0;SOLEIL;27.1;11.6
Saint-Dizier;48.63;4.95;27/09/2026;2;NUAGEUX;26.7;11.9
Saint-Dizier;48.63;4.95;28/09/2026;2;NUAGEUX;24.6;14.5
Longwy;49.52;5.76;24/09/2026;5;SOLEIL VOILÉ;23.7;9.6
Longwy;49.52;5.76;25/09/2026;0;SOLEIL;26.1;9.9
Longwy;49.52;5.76;26/09/2026;0;SOLEIL;28.5;10
Longwy;49.52;5.76;27/09/2026;0;SOLEIL;27.1;10.6
Longwy;49.52;5.76;28/09/2026;2;NUAGEUX;24.6;14.7
Lunéville;48.59;6.49;24/09/2026;5;SOLEIL VOILÉ;20.7;11.9
Lunéville;48.59;6.49;25/09/2026;0;SOLEIL;23.4;8.4
Lunéville;48.59;6.49;26/09/2026;0;SOLEIL;26.2;8
Lunéville;48.59;6.49;27/09/2026;0;SOLEIL;24.9;10.6
Lunéville;48.59;6.49;28/09/2026;2;NUAGEUX;23;13.7
Nancy;48.69;6.18;24/09/2026;5;SOLEIL VOILÉ;22.6;9
Nancy;48.69;6.18;25/09/2026;0;SOLEIL;25.1;6.6
Nancy;48.69;6.18;26/09/2026;0;SOLEIL;28.4;4.9
Nancy;48.69;6.18;27/09/2026;0;SOLEIL;28.4;9.4
Nancy;48.69;6.18;28/09/2026;2;NUAGEUX;26.4;14.7
Bar-le-Duc;48.77;5.16;24/09/2026;5;SOLEIL VOILÉ;22.9;11.5
Bar-le-Duc;48.77;5.16;25/09/2026;0;SOLEIL;24.6;8.6
Bar-le-Duc;48.77;5.16;26/09/2026;0;SOLEIL;28.1;6.9
Bar-le-Duc;48.77;5.16;27/09/2026;0;SOLEIL;28.5;10.1
Bar-le-Duc;48.77;5.16;28/09/2026;2;NUAGEUX;26.1;15.2
Commercy;48.76;5.59;24/09/2026;5;SOLEIL VOILÉ;23.9;10.9
Commercy;48.76;5.59;25/09/2026;0;SOLEIL;26.2;9.5
Commercy;48.76;5.59;26/09/2026;0;SOLEIL;28.9;9.4
Commercy;48.76;5.59;27/09/2026;0;SOLEIL;28;11.1
Commercy;48.76;5.59;28/09/2026;2;NUAGEUX;25.4;14.9
Verdun;49.16;5.38;24/09/2026;5;SOLEIL VOILÉ;23.6;8.9
Verdun;49.16;5.38;25/09/2026;0;SOLEIL;24.9;6.7
Verdun;49.16;5.38;26/09/2026;0;SOLEIL;28.1;4.4
Verdun;49.16;5.38;27/09/2026;0;SOLEIL;28.1;8.7
Verdun;49.16;5.38;28/09/2026;2;NUAGEUX;25.1;13.7
Metz;49.11;6.17;24/09/2026;5;SOLEIL VOILÉ;23.2;10.9
Metz;49.11;6.17;25/09/2026;0;SOLEIL;25;9.4
Metz;49.11;6.17;26/09/2026;0;SOLEIL;28.6;6.5
Metz;49.11;6.17;27/09/2026;0;SOLEIL;27.6;8.4
Metz;49.11;6.17;28/09/2026;2;NUAGEUX;25.1;13.2
Sarrebourg;48.73;7.05;24/09/2026;5;SOLEIL VOILÉ;22.4;11.1
Sarrebourg;48.73;7.05;25/09/2026;0;SOLEIL;23.9;8.4
Sarrebourg;48.73;7.05;26/09/2026;0;SOLEIL;27.2;6.1
Sarrebourg;48.73;7.05;27/09/2026;0;SOLEIL;27.7;10
Sarrebourg;48.73;7.05;28/09/2026;2;NUAGEUX;24.9;14.4
Sarreguemines;49.11;7.06;24/09/2026;5;SOLEIL VOILÉ;22.1;9.1
Sarreguemines;49.11;7.06;25/09/2026;0;SOLEIL;23.1;7.1
Sarreguemines;49.11;7.06;26/09/2026;0;SOLEIL;26.4;4.4
Sarreguemines;49.11;7.06;27/09/2026;0;SOLEIL;27.1;8.4
Sarreguemines;49.11;7.06;28/09/2026;2;NUAGEUX;25;13.5
Strasbourg;48.57;7.75;24/09/2026;5;SOLEIL VOILÉ;22.1;11.6
Strasbourg;48.57;7.75;25/09/2026;0;SOLEIL;24.2;7.9
Strasbourg;48.57;7.75;26/09/2026;0;SOLEIL;27.4;6.6
Strasbourg;48.57;7.75;27/09/2026;0;SOLEIL;27.9;7.1
Strasbourg;48.57;7.75;28/09/2026;2;NUAGEUX;25.6;12.4
Wissembourg;49.03;7.94;24/09/2026;5;SOLEIL VOILÉ;23.1;11
Wissembourg;49.03;7.94;25/09/2026;0;SOLEIL;22.9;8.5
Wissembourg;49.03;7.94;26/09/2026;0;SOLEIL;25.9;8.5
Wissembourg;49.03;7.94;27/09/2026;0;SOLEIL;27.9;11.1
Wissembourg;49.03;7.94;28/09/2026;2;NUAGEUX;26.6;14.6
Colmar;48.08;7.35;24/09/2026;5;SOLEIL VOILÉ;22.7;11.7
Colmar;48.08;7.35;25/09/2026;0;SOLEIL;23.2;7.2
Colmar;48.08;7.35;26/09/2026;0;SOLEIL;25.6;7
Colmar;48.08;7.35;27/09/2026;0;SOLEIL;27.7;8.9
Colmar;48.08;7.35;28/09/2026;2;NUAGEUX;26.6;13.2
Mulhouse;47.75;7.33;24/09/2026;5;SOLEIL VOILÉ;24.1;9.1
Mulhouse;47.75;7.33;25/09/2026;0;SOLEIL;24.1;9.6
Mulhouse;47.75;7.33;26/09/2026;0;SOLEIL;27;8.5
Mulhouse;47.75;7.33;27/09/2026;0;SOLEIL;28.7;11.2
Mulhouse;47.75;7.33;28/09/2026;2;NUAGEUX;27.1;14
Épinal;48.17;6.45;24/09/2026;5;SOLEIL VOILÉ;24.1;10.7
Épinal;48.17;6.45;25/09/2026;0;SOLEIL;23.6;9
Épinal;48.17;6.45;26/09/2026;0;SOLEIL;27.5;9
Épinal;48.17;6.45;27/09/2026;0;SOLEIL;29.5;11.4
Épinal;48.17;6.45;28/09/2026;2;NUAGEUX;27.9;14.6
Neufchâteau;48.35;5.69;24/09/2026;5;SOLEIL VOILÉ;22.6;9.1
Neufchâteau;48.35;5.69;25/09/2026;0;SOLEIL;24.9;4.1
Neufchâteau;48.35;5.69;26/09/2026;0;SOLEIL;27.6;5.1
Neufchâteau;48.35;5.69;27/09/2026;0;SOLEIL;27;9.1
Neufchâteau;48.35;5.69;28/09/2026;2;NUAGEUX;25.6;14.4
Saint-Dié-des-Vosges;48.29;6.95;24/09/2026;5;SOLEIL VOILÉ;23.2;9.4
Saint-Dié-des-Vosges;48.29;6.95;25/09/2026;0;SOLEIL;25;6.5
Saint-Dié-des-Vosges;48.29;6.95;26/09/2026;0;SOLEIL;28.6;6.9
Saint-Dié-des-Vosges;48.29;6.95;27/09/2026;2;NUAGEUX;27.6;8.9
Saint-Dié-des-Vosges;48.29;6.95;28/09/2026;2;NUAGEUX;25.2;14
